"site","Latitude","Longitude","o3","year"
"Bournemouth",50.73957,-1.826744,54.609784,2008
"Bottesford",52.93028,-0.814722,48.774565,2008
"Bristol St Paul's",51.462839,-2.584482,43.993097,2008
"Brighton Preston Park",50.840836,-0.147572,51.342951,2008
"Cardiff Centre",51.48178,-3.17625,43.166436,2008
"London Bloomsbury",51.52229,-0.125889,28.284921,2008
"Coventry Memorial Park",52.394399,-1.519612,47.686162,2008
"Cwmbran",51.6538,-3.006953,54.791841,2008
"Salford Eccles",53.48481,-2.334139,23.623357,2008
"Exeter Roadside",50.725083,-3.532465,41.9682,2008
"Great Dun Fell",54.684233,-2.450799,58.569178,2008
"Glazebury",53.46008,-2.472056,44.514293,2008
"Harwell",51.571078,-1.325283,49.981361,2008
"London Haringey",51.58603,-0.126486,41.09351,2008
"London Hillingdon",51.49633,-0.460861,31.112848,2008
"High Muffles",54.334497,-0.80882,56.560477,2008
"London Westminster",51.49467,-0.131931,34.549156,2008
"London Harlington",51.48879,-0.441614,35.132321,2008
"Hull Freetown",53.74878,-0.341222,55.738329,2008
"London N. Kensington",51.52105,-0.213492,38.642923,2008
"Ladybower",53.40337,-1.752006,58.322162,2008
"Leamington Spa",52.28881,-1.533119,40.912023,2008
"Leeds Centre",53.80378,-1.546472,43.199817,2008
"Leicester Centre",52.631348,-1.133006,41.143447,2008
"Leominster",52.221593,-2.73684,51.17106,2008
"Lullington Heath",50.7937,0.18125,59.065462,2008
"London Eltham",51.45258,0.070766,40.151469,2008
"Liverpool Speke",53.34633,-2.844333,46.615491,2008
"Charlton Mackrell",51.05625,-2.68345,45.710277,2008
"Manchester Piccadilly",53.48152,-2.237881,28.827489,2008
"Manchester South",53.369026,-2.24328,32.735675,2008
"Middlesbrough",54.569297,-1.220874,48.115785,2008
"Market Harborough",52.554444,-0.772222,56.54661,2008
"London Marylebone Road",51.52253,-0.154611,15.734994,2008
"Newcastle Centre",54.97825,-1.610528,41.823134,2008
"Norwich Centre",52.63203,1.295019,55.640075,2008
"Nottingham Centre",52.95473,-1.146447,38.46161,2008
"Northampton",52.27349,-0.885933,47.833888,2008
"St Osyth",51.777874,1.04901,53.84668,2008
"Narberth",51.782616,-4.69237,61.837735,2008
"Plymouth Centre",50.37167,-4.142361,42.328909,2008
"Portsmouth",50.82881,-1.068583,52.098086,2008
"Preston",53.76559,-2.680353,49.934865,2008
"Port Talbot Margam",51.58395,-3.770822,57.199283,2008
"Reading New Town",51.45309,-0.944067,46.014955,2008
"Rochester Stoke",51.45617,0.634889,45.495054,2008
"Southend-on-Sea",51.544166,0.678331,52.192409,2008
"Sheffield Centre",53.37772,-1.473306,43.780372,2008
"Sibton",52.2944,1.463497,60.73618,2008
"Somerton",51.03572,-2.735253,51.025712,2008
"Southampton Centre",50.908173,-1.395757,32.373814,2008
"Stoke-on-Trent Centre",53.02821,-2.175133,40.64698,2008
"Sunderland Silksworth",54.88361,-1.406878,46.753805,2008
"London Teddington",51.42099,-0.339647,47.449664,2008
"Thurrock",51.47707,0.317969,38.502422,2008
"Wirral Tranmere",53.37287,-3.022722,48.651652,2008
"Sandwell West Bromwich",52.52062,-1.995556,48.136244,2008
"Weybourne",52.95049,1.122017,63.455247,2008
"Wicken Fen",52.2985,0.290917,50.72845,2008
"Wigan Centre",53.54914,-2.638139,46.350123,2008
"Yarner Wood",50.5976,-3.71651,60.699076,2008
"Aston Hill",52.50385,-3.034178,63.75177,2009
"Barnsley Gawber",53.56292,-1.510436,43.292801,2009
"Birmingham Tyburn",52.511722,-1.830583,38.262524,2009
"Birmingham Centre",52.479724,-1.908078,17.888889,2009
"Birmingham Tyburn Roadside",52.512194,-1.830861,33.214646,2009
"Blackpool Marton",53.80489,-3.007175,49.761427,2009
"Bournemouth",50.73957,-1.826744,50.63945,2009
"Bottesford",52.93028,-0.814722,45.852975,2009
"Bristol St Paul's",51.462839,-2.584482,44.028802,2009
"Brighton Preston Park",50.840836,-0.147572,52.943208,2009
"Cardiff Centre",51.48178,-3.17625,40.973486,2009
"London Bloomsbury",51.52229,-0.125889,25.926618,2009
"Coventry Memorial Park",52.394399,-1.519612,44.365695,2009
"Cwmbran",51.6538,-3.006953,50.931428,2009
"Salford Eccles",53.48481,-2.334139,18.785114,2009
"Exeter Roadside",50.725083,-3.532465,37.788153,2009
"Great Dun Fell",54.684233,-2.450799,55.523049,2009
"Glazebury",53.46008,-2.472056,39.488214,2009
"Harwell",51.571078,-1.325283,49.398357,2009
"London Haringey",51.58603,-0.126486,37.474422,2009
"London Hillingdon",51.49633,-0.460861,25.690092,2009
"High Muffles",54.334497,-0.80882,62.719291,2009
"London Westminster",51.49467,-0.131931,33.799146,2009
"London Harlington",51.48879,-0.441614,34.869514,2009
"Hull Freetown",53.74878,-0.341222,39.838467,2009
"London N. Kensington",51.52105,-0.213492,37.119953,2009
"Ladybower",53.40337,-1.752006,53.604167,2009
"Leamington Spa",52.28881,-1.533119,31.997918,2009
"Leeds Centre",53.80378,-1.546472,35.22523,2009
"Leicester Centre",52.631348,-1.133006,39.492197,2009
"Leominster",52.221593,-2.73684,46.912268,2009
"Lullington Heath",50.7937,0.18125,57.796456,2009
"London Eltham",51.45258,0.070766,37.887334,2009
"Liverpool Speke",53.34633,-2.844333,40.888268,2009
"Charlton Mackrell",51.05625,-2.68345,55.22,2009
"Manchester Piccadilly",53.48152,-2.237881,23.569376,2009
"Manchester South",53.369026,-2.24328,31.54229,2009
"Middlesbrough",54.569297,-1.220874,45.984002,2009
"Market Harborough",52.554444,-0.772222,53.195409,2009
"Mold",53.162306,-3.144889,36.759207,2009
"London Marylebone Road",51.52253,-0.154611,14.072167,2009
"Newcastle Centre",54.97825,-1.610528,34.952566,2009
"Norwich Lakenfields",52.614823,1.302686,32.901675,2009
"Nottingham Centre",52.95473,-1.146447,34.084687,2009
"Northampton",52.27349,-0.885933,47.243945,2009
"St Osyth",51.777874,1.04901,51.575349,2009
"Narberth",51.782616,-4.69237,60.365672,2009
"Plymouth Centre",50.37167,-4.142361,43.030349,2009
"Portsmouth",50.82881,-1.068583,48.217361,2009
"Preston",53.76559,-2.680353,42.036534,2009
"Port Talbot Margam",51.58395,-3.770822,52.10213,2009
"Reading New Town",51.45309,-0.944067,42.500128,2009
"Rochester Stoke",51.45617,0.634889,42.793503,2009
"Southend-on-Sea",51.544166,0.678331,46.425126,2009
"Sheffield Centre",53.37772,-1.473306,38.417799,2009
"Sibton",52.2944,1.463497,51.663567,2009
"Southampton Centre",50.908173,-1.395757,33.444457,2009
"Stoke-on-Trent Centre",53.02821,-2.175133,39.28472,2009
"Sunderland Silksworth",54.88361,-1.406878,50.296273,2009
"London Teddington",51.42099,-0.339647,45.152667,2009
"Thurrock",51.47707,0.317969,37.569313,2009
"Wirral Tranmere",53.37287,-3.022722,43.810536,2009
"Sandwell West Bromwich",52.52062,-1.995556,44.966035,2009
"Weybourne",52.95049,1.122017,66.869827,2009
"Wicken Fen",52.2985,0.290917,49.161535,2009
"Wigan Centre",53.54914,-2.638139,39.444901,2009
"Yarner Wood",50.5976,-3.71651,61.718576,2009
"Aston Hill",52.50385,-3.034178,56.123557,2010
"Barnsley Gawber",53.56292,-1.510436,35.198866,2010
"Birmingham Tyburn",52.511722,-1.830583,36.69117,2010
"Birmingham Tyburn Roadside",52.512194,-1.830861,28.478896,2010
"Blackpool Marton",53.80489,-3.007175,32.10489,2010
"Bournemouth",50.73957,-1.826744,49.216405,2010
"Bottesford",52.93028,-0.814722,44.980288,2010
"Bristol St Paul's",51.462839,-2.584482,39.623398,2010
"Brighton Preston Park",50.840836,-0.147572,45.883551,2010
"Cardiff Centre",51.48178,-3.17625,35.567049,2010
"London Bloomsbury",51.52229,-0.125889,22.582548,2010
"Coventry Memorial Park",52.394399,-1.519612,41.304929,2010
"Cwmbran",51.6538,-3.006953,47.1189,2010
"Salford Eccles",53.48481,-2.334139,29.371429,2010
"Exeter Roadside",50.725083,-3.532465,30.967424,2010
"Great Dun Fell",54.684233,-2.450799,58.356959,2010
"Glazebury",53.46008,-2.472056,37.693213,2010
"Harwell",51.571078,-1.325283,52.42765,2010
"London Haringey",51.58603,-0.126486,32.485138,2010
"London Hillingdon",51.49633,-0.460861,25.295894,2010
"High Muffles",54.334497,-0.80882,60.365435,2010
"London Westminster",51.49467,-0.131931,34.671236,2010
"London Harlington",51.48879,-0.441614,33.475518,2010
"Hull Freetown",53.74878,-0.341222,32.466356,2010
"London N. Kensington",51.52105,-0.213492,34.409281,2010
"Ladybower",53.40337,-1.752006,58.132849,2010
"Leamington Spa",52.28881,-1.533119,35.043898,2010
"Leeds Centre",53.80378,-1.546472,32.61772,2010
"Leicester Centre",52.631348,-1.133006,23.450141,2010
"Leominster",52.221593,-2.73684,42.726799,2010
"Lullington Heath",50.7937,0.18125,33.710912,2010
"London Eltham",51.45258,0.070766,37.752694,2010
"Liverpool Speke",53.34633,-2.844333,42.708232,2010
"Charlton Mackrell",51.05625,-2.68345,55.081854,2010
"Manchester Piccadilly",53.48152,-2.237881,26.742186,2010
"Manchester South",53.369026,-2.24328,34.25526,2010
"Middlesbrough",54.569297,-1.220874,44.34919,2010
"Market Harborough",52.554444,-0.772222,46.544762,2010
"Mold",53.162306,-3.144889,38.48016,2010
"London Marylebone Road",51.52253,-0.154611,18.35793,2010
"Newcastle Centre",54.97825,-1.610528,42.30562,2010
"Norwich Lakenfields",52.614823,1.302686,35.78372,2010
"Nottingham Centre",52.95473,-1.146447,31.991633,2010
"Northampton",52.27349,-0.885933,44.552342,2010
"St Osyth",51.777874,1.04901,47.378312,2010
"Narberth",51.782616,-4.69237,58.650047,2010
"Plymouth Centre",50.37167,-4.142361,39.902586,2010
"Portsmouth",50.82881,-1.068583,43.039779,2010
"Preston",53.76559,-2.680353,34.931262,2010
"Port Talbot Margam",51.58395,-3.770822,50.543939,2010
"Reading New Town",51.45309,-0.944067,39.212086,2010
"Rochester Stoke",51.45617,0.634889,41.554737,2010
"Southend-on-Sea",51.544166,0.678331,40.764454,2010
"Sheffield Centre",53.37772,-1.473306,38.104437,2010
"Sibton",52.2944,1.463497,53.032834,2010
"Southampton Centre",50.908173,-1.395757,33.266515,2010
"Stoke-on-Trent Centre",53.02821,-2.175133,36.741913,2010
"Sunderland Silksworth",54.88361,-1.406878,46.610017,2010
"London Teddington",51.42099,-0.339647,44.292897,2010
"Thurrock",51.47707,0.317969,37.600299,2010
"Wirral Tranmere",53.37287,-3.022722,43.576222,2010
"Sandwell West Bromwich",52.52062,-1.995556,41.051496,2010
"Weybourne",52.95049,1.122017,67.956843,2010
"Wicken Fen",52.2985,0.290917,44.340042,2010
"Wigan Centre",53.54914,-2.638139,38.183312,2010
"Yarner Wood",50.5976,-3.71651,59.915124,2010
"Birmingham Acocks Green",52.437165,-1.829999,48.138104,2011
"Aston Hill",52.50385,-3.034178,61.381465,2011
"Barnsley Gawber",53.56292,-1.510436,39.211903,2011
"Birmingham Tyburn",52.511722,-1.830583,40.281848,2011
"Birmingham Tyburn Roadside",52.512194,-1.830861,32.782238,2011
"Blackpool Marton",53.80489,-3.007175,57.720717,2011
"Bournemouth",50.73957,-1.826744,53.102031,2011
"Bottesford",52.93028,-0.814722,48.394897,2011
"Bristol St Paul's",51.462839,-2.584482,43.758793,2011
"Brighton Preston Park",50.840836,-0.147572,51.691043,2011
"Canterbury",51.27399,1.098061,45.848573,2011
"Cardiff Centre",51.48178,-3.17625,39.498151,2011
"London Bloomsbury",51.52229,-0.125889,27.337094,2011
"Coventry Memorial Park",52.394399,-1.519612,45.296515,2011
"Cwmbran",51.6538,-3.006953,48.238446,2011
"Salford Eccles",53.48481,-2.334139,33.72397,2011
"Exeter Roadside",50.725083,-3.532465,38.450465,2011
"Great Dun Fell",54.684233,-2.450799,54.159459,2011
"Glazebury",53.46008,-2.472056,41.843137,2011
"Harwell",51.571078,-1.325283,55.01924,2011
"London Haringey",51.58603,-0.126486,38.477615,2011
"London Hillingdon",51.49633,-0.460861,25.764354,2011
"High Muffles",54.334497,-0.80882,58.252784,2011
"London Westminster",51.49467,-0.131931,35.578316,2011
"London Harlington",51.48879,-0.441614,35.785299,2011
"Hull Freetown",53.74878,-0.341222,28.54382,2011
"London N. Kensington",51.52105,-0.213492,39.423865,2011
"Ladybower",53.40337,-1.752006,56.210049,2011
"Leamington Spa",52.28881,-1.533119,46.004602,2011
"Leeds Centre",53.80378,-1.546472,34.349771,2011
"Leicester Centre",52.631348,-1.133006,36.547398,2011
"Leominster",52.221593,-2.73684,49.484317,2011
"Lullington Heath",50.7937,0.18125,48.812155,2011
"London Eltham",51.45258,0.070766,40.290539,2011
"Liverpool Speke",53.34633,-2.844333,50.606838,2011
"Charlton Mackrell",51.05625,-2.68345,58.734564,2011
"Manchester Piccadilly",53.48152,-2.237881,30.488653,2011
"Manchester South",53.369026,-2.24328,46.084099,2011
"Middlesbrough",54.569297,-1.220874,48.728361,2011
"Market Harborough",52.554444,-0.772222,42.246302,2011
"Mold",53.162306,-3.144889,50.626365,2011
"London Marylebone Road",51.52253,-0.154611,18.518459,2011
"Newcastle Centre",54.97825,-1.610528,40.454683,2011
"Norwich Lakenfields",52.614823,1.302686,40.228104,2011
"Nottingham Centre",52.95473,-1.146447,34.820494,2011
"Northampton",52.27349,-0.885933,51.187658,2011
"St Osyth",51.777874,1.04901,50.307515,2011
"Narberth",51.782616,-4.69237,59.989947,2011
"Plymouth Centre",50.37167,-4.142361,45.275393,2011
"Portsmouth",50.82881,-1.068583,46.710892,2011
"Preston",53.76559,-2.680353,43.925236,2011
"Port Talbot Margam",51.58395,-3.770822,51.349862,2011
"Reading New Town",51.45309,-0.944067,41.35688,2011
"Rochester Stoke",51.45617,0.634889,46.280191,2011
"Southend-on-Sea",51.544166,0.678331,38.733117,2011
"Sheffield Centre",53.37772,-1.473306,42.238189,2011
"Sibton",52.2944,1.463497,54.470965,2011
"Southampton Centre",50.908173,-1.395757,36.491951,2011
"Stoke-on-Trent Centre",53.02821,-2.175133,41.720107,2011
"Sunderland Silksworth",54.88361,-1.406878,51.222168,2011
"London Teddington",51.42099,-0.339647,49.229985,2011
"Thurrock",51.47707,0.317969,38.367247,2011
"Sandwell West Bromwich",52.52062,-1.995556,50.11054,2011
"Weybourne",52.95049,1.122017,65.300678,2011
"Wicken Fen",52.2985,0.290917,43.386207,2011
"Wigan Centre",53.54914,-2.638139,42.74278,2011
"Yarner Wood",50.5976,-3.71651,61.425173,2011
"Birmingham Acocks Green",52.437165,-1.829999,38.531753,2012
"Aston Hill",52.50385,-3.034178,62.077445,2012
"Barnsley Gawber",53.56292,-1.510436,40.726149,2012
"Birmingham Tyburn",52.511722,-1.830583,36.934096,2012
"Birmingham Tyburn Roadside",52.512194,-1.830861,30.559142,2012
"Blackpool Marton",53.80489,-3.007175,52.635432,2012
"Bournemouth",50.73957,-1.826744,51.518446,2012
"Bottesford",52.93028,-0.814722,47.091724,2012
"Bristol St Paul's",51.462839,-2.584482,40.604678,2012
"Brighton Preston Park",50.840836,-0.147572,50.646694,2012
"Canterbury",51.27399,1.098061,43.60033,2012
"Cardiff Centre",51.48178,-3.17625,39.816924,2012
"London Bloomsbury",51.52229,-0.125889,26.537578,2012
"Coventry Memorial Park",52.394399,-1.519612,41.047531,2012
"Cwmbran",51.6538,-3.006953,35.634071,2012
"Salford Eccles",53.48481,-2.334139,36.274546,2012
"Exeter Roadside",50.725083,-3.532465,36.813315,2012
"Great Dun Fell",54.684233,-2.450799,55.173726,2012
"Glazebury",53.46008,-2.472056,39.954465,2012
"Harwell",51.571078,-1.325283,54.73773,2012
"London Haringey",51.58603,-0.126486,39.112522,2012
"London Haringey Priory Park South",51.584128,-0.125254,38.675159,2012
"London Hillingdon",51.49633,-0.460861,26.381988,2012
"High Muffles",54.334497,-0.80882,57.519491,2012
"London Westminster",51.49467,-0.131931,35.061861,2012
"London Harlington",51.48879,-0.441614,34.149882,2012
"Hull Freetown",53.74878,-0.341222,39.58046,2012
"London N. Kensington",51.52105,-0.213492,38.466125,2012
"Ladybower",53.40337,-1.752006,49.170345,2012
"Leamington Spa",52.28881,-1.533119,41.003312,2012
"Leeds Centre",53.80378,-1.546472,38.885724,2012
"Leicester Centre",52.631348,-1.133006,34.001694,2012
"Leominster",52.221593,-2.73684,49.440988,2012
"Lullington Heath",50.7937,0.18125,48.916466,2012
"London Eltham",51.45258,0.070766,38.743936,2012
"Liverpool Speke",53.34633,-2.844333,47.107105,2012
"Charlton Mackrell",51.05625,-2.68345,52.238536,2012
"Manchester Piccadilly",53.48152,-2.237881,29.231666,2012
"Manchester South",53.369026,-2.24328,43.35756,2012
"Middlesbrough",54.569297,-1.220874,46.813022,2012
"Mold",53.162306,-3.144889,48.938574,2012
"London Marylebone Road",51.52253,-0.154611,15.037915,2012
"Newcastle Centre",54.97825,-1.610528,41.21167,2012
"Norwich Lakenfields",52.614823,1.302686,44.475945,2012
"Nottingham Centre",52.95473,-1.146447,33.211932,2012
"Northampton Kingsthorpe",52.271886,-0.879898,44.296781,2012
"Northampton",52.27349,-0.885933,53.433395,2012
"St Osyth",51.777874,1.04901,50.552187,2012
"Narberth",51.782616,-4.69237,60.03939,2012
"Plymouth Centre",50.37167,-4.142361,45.462353,2012
"Portsmouth",50.82881,-1.068583,45.140645,2012
"Preston",53.76559,-2.680353,42.659323,2012
"Port Talbot Margam",51.58395,-3.770822,51.270401,2012
"Reading New Town",51.45309,-0.944067,38.097729,2012
"Rochester Stoke",51.45617,0.634889,47.539159,2012
"Southend-on-Sea",51.544166,0.678331,40.454862,2012
"Sheffield Centre",53.37772,-1.473306,38.768925,2012
"Sibton",52.2944,1.463497,51.357827,2012
"Southampton Centre",50.908173,-1.395757,37.447029,2012
"Stoke-on-Trent Centre",53.02821,-2.175133,42.036832,2012
"Sunderland Silksworth",54.88361,-1.406878,45.141888,2012
"London Teddington",51.42099,-0.339647,39.620319,2012
"Thurrock",51.47707,0.317969,35.690233,2012
"Walsall Woodlands",52.605641,-2.030371,43.215619,2012
"Weybourne",52.95049,1.122017,59.803805,2012
"Wicken Fen",52.2985,0.290917,39.710665,2012
"Wigan Centre",53.54914,-2.638139,43.259433,2012
"Yarner Wood",50.5976,-3.71651,59.438535,2012
"Birmingham Acocks Green",52.437165,-1.829999,45.86944,2013
"Aston Hill",52.50385,-3.034178,63.246127,2013
"Barnsley Gawber",53.56292,-1.510436,44.698318,2013
"Birmingham Tyburn",52.511722,-1.830583,41.439247,2013
"Birmingham Tyburn Roadside",52.512194,-1.830861,32.43848,2013
"Blackpool Marton",53.80489,-3.007175,58.163844,2013
"Bournemouth",50.73957,-1.826744,51.596817,2013
"Bottesford",52.93028,-0.814722,51.463662,2013
"Bristol St Paul's",51.462839,-2.584482,43.346599,2013
"Brighton Preston Park",50.840836,-0.147572,53.663793,2013
"Canterbury",51.27399,1.098061,51.423023,2013
"Cardiff Centre",51.48178,-3.17625,42.173276,2013
"London Bloomsbury",51.52229,-0.125889,25.395927,2013
"Coventry Memorial Park",52.394399,-1.519612,43.987042,2013
"Cwmbran",51.6538,-3.006953,51.898047,2013
"Salford Eccles",53.48481,-2.334139,40.072514,2013
"Exeter Roadside",50.725083,-3.532465,36.380201,2013
"Great Dun Fell",54.684233,-2.450799,66.111273,2013
"Glazebury",53.46008,-2.472056,43.075203,2013
"Harwell",51.571078,-1.325283,51.091177,2013
"London Haringey Priory Park South",51.584128,-0.125254,42.579508,2013
"London Hillingdon",51.49633,-0.460861,29.934685,2013
"High Muffles",54.334497,-0.80882,60.616475,2013
"London Westminster",51.49467,-0.131931,32.905778,2013
"London Harlington",51.48879,-0.441614,36.418283,2013
"Hull Freetown",53.74878,-0.341222,47.183219,2013
"London N. Kensington",51.52105,-0.213492,38.427314,2013
"Ladybower",53.40337,-1.752006,50.402516,2013
"Leamington Spa",52.28881,-1.533119,50.01911,2013
"Leicester University",52.619904,-1.127182,33.7122,2013
"Leeds Centre",53.80378,-1.546472,40.359616,2013
"Leicester Centre",52.631348,-1.133006,44.281546,2013
"Leominster",52.221593,-2.73684,50.702886,2013
"Lullington Heath",50.7937,0.18125,50.078783,2013
"London Eltham",51.45258,0.070766,37.314398,2013
"Liverpool Speke",53.34633,-2.844333,47.657379,2013
"Charlton Mackrell",51.05625,-2.68345,59.2817,2013
"Manchester Piccadilly",53.48152,-2.237881,29.972939,2013
"Manchester South",53.369026,-2.24328,47.039908,2013
"Middlesbrough",54.569297,-1.220874,51.596306,2013
"Market Harborough",52.554444,-0.772222,49.888485,2013
"Mold",53.162306,-3.144889,52.098809,2013
"London Marylebone Road",51.52253,-0.154611,17.733595,2013
"Newcastle Centre",54.97825,-1.610528,45.493534,2013
"Norwich Lakenfields",52.614823,1.302686,45.095627,2013
"Nottingham Centre",52.95473,-1.146447,39.199109,2013
"Northampton Kingsthorpe",52.271886,-0.879898,51.36008,2013
"St Osyth",51.777874,1.04901,51.921302,2013
"Narberth",51.782616,-4.69237,63.853158,2013
"Plymouth Centre",50.37167,-4.142361,48.701163,2013
"Portsmouth",50.82881,-1.068583,41.601977,2013
"Preston",53.76559,-2.680353,47.761081,2013
"Port Talbot Margam",51.58395,-3.770822,51.637751,2013
"Reading New Town",51.45309,-0.944067,39.662385,2013
"Rochester Stoke",51.45617,0.634889,48.876688,2013
"Southend-on-Sea",51.544166,0.678331,45.33656,2013
"Sheffield Devonshire Green",53.378622,-1.478096,39.522327,2013
"Sheffield Centre",53.37772,-1.473306,45.213257,2013
"Sibton",52.2944,1.463497,53.684072,2013
"Southampton Centre",50.908173,-1.395757,36.247839,2013
"Stoke-on-Trent Centre",53.02821,-2.175133,43.969933,2013
"Sunderland Silksworth",54.88361,-1.406878,55.256998,2013
"London Teddington",51.42099,-0.339647,49.193732,2013
"Thurrock",51.47707,0.317969,38.406743,2013
"Wirral Tranmere",53.37287,-3.022722,46.935446,2013
"Walsall Woodlands",52.605641,-2.030371,49.762292,2013
"Weybourne",52.95049,1.122017,63.012057,2013
"Wicken Fen",52.2985,0.290917,48.635986,2013
"Wigan Centre",53.54914,-2.638139,46.962723,2013
"Yarner Wood",50.5976,-3.71651,57.314893,2013
"Birmingham Acocks Green",52.437165,-1.829999,45.415733,2014
"Aston Hill",52.50385,-3.034178,64.817896,2014
"Barnsley Gawber",53.56292,-1.510436,41.674971,2014
"Birmingham Tyburn",52.511722,-1.830583,40.024342,2014
"Birmingham Tyburn Roadside",52.512194,-1.830861,33.289485,2014
"Blackpool Marton",53.80489,-3.007175,54.039122,2014
"Bournemouth",50.73957,-1.826744,55.744811,2014
"Bottesford",52.93028,-0.814722,52.138209,2014
"Bristol St Paul's",51.462839,-2.584482,44.073333,2014
"Brighton Preston Park",50.840836,-0.147572,55.516343,2014
"Canterbury",51.27399,1.098061,54.808778,2014
"Cardiff Centre",51.48178,-3.17625,44.041297,2014
"London Bloomsbury",51.52229,-0.125889,28.177525,2014
"Coventry Allesley",52.411628,-1.560189,41.691718,2014
"Coventry Memorial Park",52.394399,-1.519612,49.354841,2014
"Cwmbran",51.6538,-3.006953,51.249979,2014
"Exeter Roadside",50.725083,-3.532465,31.86664,2014
"Great Dun Fell",54.684233,-2.450799,65.528423,2014
"Glazebury",53.46008,-2.472056,42.844872,2014
"Harwell",51.571078,-1.325283,55.961802,2014
"London Haringey Priory Park South",51.584128,-0.125254,42.669785,2014
"London Hillingdon",51.49633,-0.460861,27.018804,2014
"High Muffles",54.334497,-0.80882,63.089484,2014
"London Harlington",51.48879,-0.441614,38.455837,2014
"Hull Freetown",53.74878,-0.341222,43.813665,2014
"London N. Kensington",51.52105,-0.213492,41.455098,2014
"Ladybower",53.40337,-1.752006,41.28434,2014
"Leamington Spa",52.28881,-1.533119,46.451572,2014
"Leicester University",52.619904,-1.127182,44.322393,2014
"Leeds Centre",53.80378,-1.546472,37.971799,2014
"Leominster",52.221593,-2.73684,48.592677,2014
"Lullington Heath",50.7937,0.18125,54.434895,2014
"London Eltham",51.45258,0.070766,41.018327,2014
"Liverpool Speke",53.34633,-2.844333,46.228821,2014
"Charlton Mackrell",51.05625,-2.68345,56.605998,2014
"Manchester Piccadilly",53.48152,-2.237881,28.835657,2014
"Manchester South",53.369026,-2.24328,45.810382,2014
"Middlesbrough",54.569297,-1.220874,44.597674,2014
"Market Harborough",52.554444,-0.772222,58.985189,2014
"London Marylebone Road",51.52253,-0.154611,14.009501,2014
"Newcastle Centre",54.97825,-1.610528,40.34859,2014
"Norwich Lakenfields",52.614823,1.302686,44.606531,2014
"Nottingham Centre",52.95473,-1.146447,39.538694,2014
"Northampton Kingsthorpe",52.271886,-0.879898,51.470009,2014
"St Osyth",51.777874,1.04901,52.6738,2014
"Narberth",51.782616,-4.69237,62.019806,2014
"Plymouth Centre",50.37167,-4.142361,50.911825,2014
"Portsmouth",50.82881,-1.068583,51.018719,2014
"Preston",53.76559,-2.680353,46.849476,2014
"Port Talbot Margam",51.58395,-3.770822,54.942755,2014
"Reading New Town",51.45309,-0.944067,39.493751,2014
"Rochester Stoke",51.45617,0.634889,51.372349,2014
"Southend-on-Sea",51.544166,0.678331,47.384368,2014
"Sheffield Devonshire Green",53.378622,-1.478096,44.434602,2014
"Sibton",52.2944,1.463497,53.357752,2014
"Southampton Centre",50.908173,-1.395757,37.04509,2014
"Stoke-on-Trent Centre",53.02821,-2.175133,40.089075,2014
"Sunderland Silksworth",54.88361,-1.406878,51.757548,2014
"London Teddington",51.42099,-0.339647,44.806609,2014
"Thurrock",51.47707,0.317969,41.643224,2014
"Wirral Tranmere",53.37287,-3.022722,43.695807,2014
"Walsall Woodlands",52.605641,-2.030371,50.556149,2014
"Weybourne",52.95049,1.122017,60.982735,2014
"Wicken Fen",52.2985,0.290917,49.847047,2014
"Wigan Centre",53.54914,-2.638139,45.074349,2014
"Yarner Wood",50.5976,-3.71651,62.538468,2014
"Birmingham Acocks Green",52.437165,-1.829999,46.929208,2015
"Aston Hill",52.50385,-3.034178,65.44354,2015
"Barnsley Gawber",53.56292,-1.510436,40.398702,2015
"Birmingham Tyburn",52.511722,-1.830583,44.531376,2015
"Birmingham Tyburn Roadside",52.512194,-1.830861,34.590367,2015
"Blackpool Marton",53.80489,-3.007175,55.561878,2015
"Bournemouth",50.73957,-1.826744,54.379262,2015
"Bottesford",52.93028,-0.814722,50.439832,2015
"Bristol St Paul's",51.462839,-2.584482,44.508743,2015
"Brighton Preston Park",50.840836,-0.147572,56.930114,2015
"Canterbury",51.27399,1.098061,51.444112,2015
"Cardiff Centre",51.48178,-3.17625,46.083938,2015
"London Bloomsbury",51.52229,-0.125889,30.759713,2015
"Coventry Allesley",52.411628,-1.560189,47.563306,2015
"Cwmbran",51.6538,-3.006953,52.534417,2015
"Exeter Roadside",50.725083,-3.532465,35.499599,2015
"Great Dun Fell",54.684233,-2.450799,57.573981,2015
"Glazebury",53.46008,-2.472056,45.638119,2015
"Harwell",51.571078,-1.325283,57.102515,2015
"London Haringey Priory Park South",51.584128,-0.125254,44.390089,2015
"London Hillingdon",51.49633,-0.460861,24.290628,2015
"High Muffles",54.334497,-0.80882,63.939215,2015
"London Harlington",51.48879,-0.441614,39.766632,2015
"Hull Freetown",53.74878,-0.341222,39.851442,2015
"London N. Kensington",51.52105,-0.213492,41.911496,2015
"Ladybower",53.40337,-1.752006,61.795357,2015
"Leamington Spa",52.28881,-1.533119,47.377594,2015
"Leicester University",52.619904,-1.127182,43.526793,2015
"Leeds Centre",53.80378,-1.546472,38.637,2015
"Leominster",52.221593,-2.73684,55.517588,2015
"Lullington Heath",50.7937,0.18125,56.637186,2015
"London Eltham",51.45258,0.070766,44.230659,2015
"Liverpool Speke",53.34633,-2.844333,49.168303,2015
"Charlton Mackrell",51.05625,-2.68345,62.780693,2015
